GeneSymbol	altName	NCBI_Accession	Chr	Start	End	Zma_alias	Zma_fullname	Zma_description	Ara_ortholog	Ara_alias	Annotation	TF	EC	KO	GO
GRMZM2G112865	GRMZM2G112865	NP_001150751	-	-	-	-	-	LOC100284384 	AT5G64650		Ribosomal protein L17 family protein	-		K02879	GO:GO:0006412,GO:GO:0005840,GO:GO:0005622,GO:GO:0003735
GRMZM2G167149	GRMZM2G167149	NP_001148423	-	-	-	-	-	pectinesterase inhibitor domain containing protein 	AT5G46940		Plant invertase/pectin methylesterase inhibitor superfamily protein	-			GO:GO:0004857
GRMZM2G009544	HMGA(Ara)	NP_001142866	-	-	-	-	-	hypothetical protein LOC100275265 	AT1G14900	HMGA	high mobility group A	-			GO:GO:0006334,GO:GO:0005634,GO:GO:0003677,GO:GO:0000786
GRMZM2G396397	FRO1(Ara)	NP_001147419	-	-	-	-	-	LOC100281028 	AT5G67590	FRO1	NADH-ubiquinone oxidoreductase-related	-	1.6.99.3,1.6.5.3	K03937	GO:GO:0022900,GO:GO:0016651
GRMZM2G466292	arid7	-	Chr5	65,453,074	65,462,393	arid7	ARID-transcription factor 7	-	AT1G30810		Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein	-			GO:GO:0005515,GO:GO:0003677
GRMZM2G117633	ATFBP7,FBP7(Ara)	NP_001151881	-	-	-	-	-	LOC100285517 	AT1G21760	ATFBP7,FBP7	F-box protein 7	-			GO:GO:0005515
GRMZM2G015735	GRMZM2G015735	NP_001159108	-	-	-	-	-	hypothetical protein LOC100304181 	AT5G11780			-			
GRMZM2G158147	APS2,ASA1(Ara)	NP_001147427	-	-	-	-	-	bifunctional 3-phosphoadenosine 5-phosphosulfate synthetase 2 	AT1G19920	APS2,ASA1	Pseudouridine synthase/archaeosine transglycosylase-like family protein	-	2.7.7.4	K13811	GO:GO:0004781
GRMZM2G132009	SLT1(Ara)	NP_001146238	-	-	-	-	-	hypothetical protein LOC100279810 	AT2G37570	SLT1	HSP20-like chaperones superfamily protein	-			
GRMZM2G137713	GRMZM2G137713	NM_001148549	-	-	-	-	-	hypothetical protein LOC100274175 (LOC100274175), mRNA	AT5G45560		Pleckstrin homology (PH) domain-containing protein / lipid-binding START domain-containing protein	-			GO:GO:0008289
GRMZM2G168909	GRMZM2G168909	B6T232	-	-	-	-	-	Putative uncharacterized protein 				-			
GRMZM2G154864	GRMZM2G154864	-	-	-	-	-	-	-	AT1G29320		Transducin/WD40 repeat-like superfamily protein	-		K14841	
GRMZM2G114444	bhlh166	NP_001152439	Chr3	218,561,885	218,567,450	bhlh166	bHLH-transcription factor 166	LOC100286079 	AT3G19860	bHLH121	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	bHLH			
GRMZM2G150242	GRMZM2G150242	-	-	-	-	-	-	-	AT2G26570		Plant protein of unknown function (DUF827)	-			
AC186309.3_FG006	AC186309.3_FG006	-	-	-	-	-	-	-				-			
GRMZM2G134597	CYP89A6(Ara)	-	-	-	-	-	-	-	AT1G64940	CYP89A6	cytochrome P450, family 87, subfamily A, polypeptide 6	-			GO:GO:0055114,GO:GO:0020037,GO:GO:0016705,GO:GO:0005506
GRMZM2G040630	IRX9(Ara)	-	-	-	-	-	-	-	AT2G37090	IRX9	Nucleotide-diphospho-sugar transferases superfamily protein	-	2.4.2.24	K00735	GO:GO:0016020,GO:GO:0015018
GRMZM2G058133	GRMZM2G058133	NP_001146230	-	-	-	-	-	hypothetical protein LOC100279802 	AT5G15300		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G098859	GRMZM2G098859	-	-	-	-	-	-	-	AT3G14172			-			
GRMZM2G155123	phd17	NP_001140473	Chr8	131,105,649	131,117,697	phd17	PHD-transcription factor 17	hypothetical protein LOC100272532 	AT5G60410	ATSIZ1,SIZ1	DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain	-			GO:GO:0005515,GO:GO:0031668,GO:GO:0019789,GO:GO:0016925,GO:GO:0016049,GO:GO:0005634
GRMZM2G013956	CYP93D1(Ara)	-	-	-	-	-	-	-	AT5G06900	CYP93D1	cytochrome P450, family 93, subfamily D, polypeptide 1	-	1.14.13.28		GO:GO:0055114,GO:GO:0020037,GO:GO:0016705,GO:GO:0005506
GRMZM2G147603	APC6(Ara)	NP_001141501	-	-	-	-	-	hypothetical protein LOC100273613 	AT1G78770	APC6	anaphase promoting complex 6	-			
GRMZM2G001764	ATPTR3,PTR3(Ara)	NP_001130733	-	-	-	-	-	hypothetical protein LOC100191837 	AT5G46050	ATPTR3,PTR3	peptide transporter 3	-			GO:GO:0016020,GO:GO:0006810,GO:GO:0005215
GRMZM2G133895	GRMZM2G133895	NP_001169959	-	-	-	-	-	hypothetical protein LOC100383858 	AT4G35930		F-box family protein	-			
GRMZM2G009144	GRMZM2G009144	NP_001167880	-	-	-	-	-	hypothetical protein LOC100381587 	AT3G21710			-			
GRMZM2G363520	GRMZM2G363520	NM_001154042	-	-	-	-	-	RING-H2 finger protein ATL2L (LOC100281123), mRNA	AT4G30370		RING/U-box superfamily protein	-			GO:GO:0008270,GO:GO:0005515
GRMZM2G026889	GRMZM2G026889	NP_001148114	-	-	-	-	-	transferase, transferring glycosyl groups 	AT4G16600		Nucleotide-diphospho-sugar transferases superfamily protein	-	2.4.1.186		
GRMZM2G140752	CRK25(Ara)	-	-	-	-	-	-	-	AT4G05200	CRK25	cysteine-rich RLK (RECEPTOR-like protein kinase) 25	-	2.7.11.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G060061	GRMZM2G060061	NP_001152461	-	-	-	-	-	xylosyltransferase 1 	AT1G71070		Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	-			GO:GO:0016020,GO:GO:0008375
GRMZM2G177198	GRMZM2G177198	NP_001170253	-	-	-	-	-	hypothetical protein LOC100384210 	AT3G01720			-			
GRMZM2G159759	GRMZM2G159759	NP_001132319	-	-	-	-	-	hypothetical protein LOC100193761 	AT5G45910		GDSL-like Lipase/Acylhydrolase superfamily protein	-	3.1.1.1		GO:GO:0016788
GRMZM2G094792	GRMZM2G094792	NP_001170006	-	-	-	-	-	hypothetical protein LOC100383912 	AT5G09670		loricrin-related	-			
GRMZM2G079889	ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B(Ara)	NP_001136757	-	-	-	-	-	hypothetical protein LOC100216898 	AT2G02040	ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B	peptide transporter 2	-		K14638	GO:GO:0016020,GO:GO:0006810,GO:GO:0005215
GRMZM2G136680	GRMZM2G136680	NM_001150797	-	-	-	-	-	hypothetical protein LOC100277146 (LOC100277146), mRNA	AT4G37920			-			
GRMZM2G100255	GRMZM2G100255	-	-	-	-	-	-	-				-			
GRMZM2G034197	GRMZM2G034197	NP_001159209	-	-	-	-	-	hypothetical protein LOC100304295 	AT3G61680		alpha/beta-Hydrolases superfamily protein	-			GO:GO:0006629
GRMZM2G434910	CAT2(Ara)	NP_001131640	-	-	-	-	-	hypothetical protein LOC100192997 	AT1G58030	CAT2	cationic amino acid transporter 2	-			GO:GO:0016020,GO:GO:0015171,GO:GO:0003333
GRMZM2G060952	GRMZM2G060952	NP_001105931	-	-	-	-	-	deoxymugineic acid synthase1 	AT1G59960		NAD(P)-linked oxidoreductase superfamily protein	-	1.1.1.285		
GRMZM2G062683	GRMZM2G062683	NP_001147063	-	-	-	-	-	STE20/SPS1-related proline-alanine-rich protein kinase 	AT1G79640		Protein kinase superfamily protein	-	2.7.11.1	K08835	GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G000741	GRMZM2G000741	NP_001170259	-	-	-	-	-	hypothetical protein LOC100384216 	AT1G72820		Mitochondrial substrate carrier family protein	-		K15121	
GRMZM2G026643	ocl1	NP_001105493	Chr3	27,552,061	27,559,751	ocl1	outer cell layer1	outer cell layer1 	AT4G00730	AHDP,ANL2	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein	HD-ZIP			GO:GO:0003677,GO:GO:0008289
GRMZM2G013949	GRMZM2G013949	NP_001151838	-	-	-	-	-	LOC100285473 				-			
GRMZM2G551338	GRMZM2G551338	-	-	-	-	-	-	-	AT5G61240		Leucine-rich repeat (LRR) family protein	-			
GRMZM2G121826	GRMZM2G121826	NP_001131271	-	-	-	-	-	hypothetical protein LOC100192584 	AT5G59010		Protein kinase protein with tetratricopeptide repeat domain	-	2.7.11.1,2.7.10.2		GO:GO:0006468,GO:GO:0004672
AC235543.1_FG003	MEE59(Ara)	NP_001143434	-	-	-	-	-	hypothetical protein LOC100276084 	AT4G37300	MEE59	maternal effect embryo arrest 59	-			
GRMZM2G061795	ADG1,APS1(Ara)	-	-	-	-	-	-	-	AT5G48300	ADG1,APS1	ADP glucose pyrophosphorylase  1	-	2.7.7.27		GO:GO:0016779,GO:GO:0009058
GRMZM2G440902	GRMZM2G440902	NP_001151875	-	-	-	-	-	indole-3-acetate beta-glucosyltransferase 	AT2G30140		UDP-Glycosyltransferase superfamily protein	-	2.4.1.324		GO:GO:0016758,GO:GO:0008152
GRMZM2G160541	pal3	-	Chr4	143,404,315	143,408,521	pal3	phenylalanine ammonia lyase3	-	AT3G10340	PAL4	phenylalanine ammonia-lyase 4	-	4.3.1.24		
GRMZM2G061096	GRMZM2G061096	NP_001148980	-	-	-	-	-	LOC100282600 	AT2G01970		Endomembrane protein 70 protein family	-		K17087	GO:GO:0016021
GRMZM2G096877	GRMZM2G096877	-	-	-	-	-	-	-	AT1G61150		LisH and RanBPM domains containing protein	-			GO:GO:0005515
GRMZM2G136662	ARP3,ATARP3,DIS1(Ara)	NM_001154181	-	-	-	-	-	actin-like protein 3 (LOC100281262), mRNA	AT1G13180	ARP3,ATARP3,DIS1	Actin-like ATPase superfamily protein	-			
GRMZM2G026952	GRMZM2G026952	NP_001140748	-	-	-	-	-	hypothetical protein LOC100272823 				-			
GRMZM2G046037	GRMZM2G046037	-	-	-	-	-	-	-				-			
GRMZM2G055107	GRMZM2G055107	-	-	-	-	-	-	-	AT1G13990			-			
GRMZM2G313649	GRMZM2G313649	NP_001146448	-	-	-	-	-	hypothetical protein LOC100280033 	AT5G26110		Protein kinase superfamily protein	-	2.7.11.1		GO:GO:0004674
GRMZM2G163709	GRMZM2G163709	NP_001140383	-	-	-	-	-	hypothetical protein LOC100272437 	AT4G36945		PLC-like phosphodiesterases superfamily protein	-			
GRMZM2G133891	GRMZM2G133891	-	-	-	-	-	-	-				-			
GRMZM5G805874	GRMZM5G805874	-	-	-	-	-	-	-	AT1G71140		MATE efflux family protein	-			GO:GO:0055085,GO:GO:0016020,GO:GO:0015297,GO:GO:0015238,GO:GO:0006855
GRMZM2G094955	sweet14a	NP_001132836	Chr2	223,375,329	223,377,937	sweet14a	sugars will eventually be exported transporter14a	hypothetical protein LOC100194326 	AT5G23660	MTN3	homolog of Medicago truncatula MTN3	-		K15382	
GRMZM2G169182	GRMZM2G169182	-	-	-	-	-	-	-	AT2G01190		Octicosapeptide/Phox/Bem1p family protein	-			GO:GO:0005515
GRMZM2G303631	ATVSR3,BP80-2;2,VSR2;2,VSR3(Ara)	NP_001130741	-	-	-	-	-	hypothetical protein LOC100191845 	AT2G14740	ATVSR3,BP80-2;2,VSR2;2,VSR3	vaculolar sorting receptor 3	-			
GRMZM2G157354	GRMZM2G157354	NP_001145726	-	-	-	-	-	hypothetical protein LOC100279232 	AT1G04340		HR-like lesion-inducing protein-related	-			
GRMZM2G082504	GRMZM2G082504	-	-	-	-	-	-	-	AT1G76600			-			
GRMZM2G124524	wri1	NP_001137064	Chr2	149,971,656	149,977,527	wri1	WRI1 transcription factor1	hypothetical protein LOC100217237 	AT3G54320	ASML1,ATWRI1,WRI,WRI1	Integrase-type DNA-binding superfamily protein	AP2		K09285	GO:GO:0006355,GO:GO:0003700,GO:GO:0007275
GRMZM2G426181	GRMZM2G426181	-	-	-	-	-	-	-	AT1G04555			-			
GRMZM2G150867	UBC5(Ara)	B6UHU0	-	-	-	-	-	Ubiquitin carrier protein (EC 6.3.2.-)	AT1G63800	UBC5	ubiquitin-conjugating enzyme 5	-	6.3.2.19	K10576	
GRMZM2G131575	ATPD(Ara)	NM_001139099	-	-	-	-	-	hypothetical protein LOC100194038 (LOC100194038), mRNA	AT4G09650	ATPD	ATP synthase delta-subunit gene	-			GO:GO:0046933,GO:GO:0015986
GRMZM2G024882	GRMZM2G024882	NP_001169971	-	-	-	-	-	hypothetical protein LOC100383871 	AT3G46960		RNA helicase, ATP-dependent, SK12/DOB1 protein	-	3.6.4.13	K12599	GO:GO:0005524,GO:GO:0003676
GRMZM2G089854	GRMZM2G089854	NP_001170458	-	-	-	-	-	hypothetical protein LOC100384451 	AT5G15740		O-fucosyltransferase family protein	-			
GRMZM2G150915	GRMZM2G150915	NP_001142516	-	-	-	-	-	hypothetical protein LOC100274752 	AT2G46000			-			
GRMZM2G003108	GRMZM2G003108	NP_001151588	-	-	-	-	-	CRAL/TRIO domain containing protein 	AT3G46450		SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein	-			
GRMZM2G041022	GRMZM2G041022	NP_001141181	-	-	-	-	-	hypothetical protein LOC100273268 				-			
GRMZM2G492915	ASF1B,SGA01,SGA1(Ara)	-	-	-	-	-	-	-	AT5G38110	ASF1B,SGA01,SGA1	anti- silencing function 1b	-			GO:GO:0006333,GO:GO:0005634
GRMZM2G018558	GRMZM2G018558	-	-	-	-	-	-	-	AT4G30920		Cytosol aminopeptidase family protein	-	3.4.11.1,3.4.11.5	K03010	GO:GO:0006508,GO:GO:0005622,GO:GO:0004177,GO:GO:0008017,GO:GO:0000910,GO:GO:0000226,GO:GO:0006351,GO:GO:0003899,GO:GO:0003677
GRMZM2G108077	GRMZM2G108077	-	-	-	-	-	-	-	AT1G71695		Peroxidase superfamily protein	-	1.11.1.7	K00430	GO:GO:0055114,GO:GO:0020037,GO:GO:0006979,GO:GO:0004601
GRMZM2G312806	mterf13	NP_001141758	Chr4	125,520,897	125,522,276	mterf13	mTERF-domain protein13	hypothetical protein LOC100273894 	AT2G03050	EMB93,SOLDAT10	Mitochondrial transcription termination factor family protein	-		K15032	GO:GO:0006355,GO:GO:0005739,GO:GO:0003690
GRMZM2G089501	bhlh106	NP_001130805	Chr7	130,270,033	130,277,723	bhlh106	bHLH-transcription factor 106	hypothetical protein LOC100191909 	AT5G08130	BIM1	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	bHLH			GO:GO:0046983
GRMZM2G021331	csu849(atpb)	NP_001151807	Chr8	65,484,575	65,488,309	csu849(atpb)		ATP synthase beta chain 	AT5G08680		ATP synthase alpha/beta family protein	-	3.6.3.14	K02133	GO:GO:0016887,GO:GO:0006754,GO:GO:0005524,GO:GO:0000275,GO:GO:0046034,GO:GO:0015992,GO:GO:0033178,GO:GO:0016820,GO:GO:0015991
GRMZM2G162020	iqd17(Ara)	-	-	-	-	-	-	-	AT4G00820	iqd17	IQ-domain 17	-			GO:GO:0005515
GRMZM2G147051	GRMZM2G147051	NP_001146571	-	-	-	-	-	hypothetical protein LOC100280167 	AT4G01330		Protein kinase superfamily protein	-	2.7.11.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G155242	lpa1	Q9FPK7	Chr1	25,282,951	25,287,161	lpa1	low phytic acid1	Inositol-3-phosphate synthase (MIP synthase)(EC 5.5.1.4)(Myo-inositol-1-phosphate synthase)(MI-1-P synthase)(IPS)	AT2G22240	ATIPS2,ATMIPS2,MIPS2	myo-inositol-1-phosphate synthase 2	-	5.5.1.4	K01858	GO:GO:0008654,GO:GO:0006021,GO:GO:0004512
GRMZM2G126972	RTM2(Ara)	NP_001146453	-	-	-	-	-	hypothetical protein LOC100280039 	AT5G04890	RTM2	HSP20-like chaperones superfamily protein	-			
GRMZM2G013082	CYP86B1(Ara)	-	-	-	-	-	-	-	AT5G23190	CYP86B1	cytochrome P450, family 86, subfamily B, polypeptide 1	-	1.14.15.3	K15402	GO:GO:0055114,GO:GO:0020037,GO:GO:0016705,GO:GO:0005506
GRMZM2G704021	GRMZM2G704021	NP_001136584	-	-	-	-	-	hypothetical protein LOC100216707 	AT4G13270		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	-			
GRMZM5G879737	GRMZM5G879737	NP_001146003	-	-	-	-	-	hypothetical protein LOC100279533 	AT1G14180		RING/U-box superfamily protein	-			
GRMZM2G382413	GRMZM2G382413	NP_001148078	-	-	-	-	-	TBC domain containing protein 	AT4G27100		Ypt/Rab-GAP domain of gyp1p superfamily protein	-			
GRMZM2G427319	GRMZM2G427319	-	-	-	-	-	-	-	AT3G30390		Transmembrane amino acid transporter family protein	-		K14207	GO:GO:0003333
GRMZM2G059165	SLP2(Ara)	-	-	-	-	-	-	-	AT4G34980	SLP2	subtilisin-like serine protease 2	-	3.4.14.10		GO:GO:0006508,GO:GO:0004252
GRMZM5G893343	GRMZM5G893343	NP_001136955	-	-	-	-	-	hypothetical protein LOC100217115 	AT2G11890		adenylate cyclases	-	3.6.1.3,3.6.1.25		
GRMZM2G010474	GRMZM2G010474	NP_001167989	-	-	-	-	-	hypothetical protein LOC100381709 	AT4G39610		Protein of unknown function, DUF617	-			
GRMZM2G019006	AtRLP46,RLP46(Ara)	-	-	-	-	-	-	-	AT4G04220	AtRLP46,RLP46	receptor like protein 46	-	2.7.11.1		
GRMZM2G390150	GRMZM2G390150	NP_001144883	-	-	-	-	-	hypothetical protein LOC100277984 	AT2G35850			-			
GRMZM5G839422	ALB3(Ara)	NP_001150593	-	-	-	-	-	inner membrane protein ALBINO3 	AT2G28800	ALB3	63 kDa inner membrane family protein	-		K03217	GO:GO:0051205,GO:GO:0016021
GRMZM2G115578	GRMZM2G115578	-	-	-	-	-	-	-	AT3G22790		Kinase interacting (KIP1-like) family protein	-			
GRMZM2G003068	GRMZM2G003068	C0P3V6	-	-	-	-	-	Putative uncharacterized protein 	AT1G75560		zinc knuckle (CCHC-type) family protein	-		K09250	GO:GO:0008270,GO:GO:0003676
GRMZM2G136219	GRMZM2G136219	NP_001145194	-	-	-	-	-	hypothetical protein LOC100278444 	AT5G02370		ATP binding microtubule motor family protein	-	3.6.4.5	K10403	GO:GO:0008017,GO:GO:0007018,GO:GO:0005524,GO:GO:0003777,GO:GO:0005871
GRMZM2G053909	GRMZM2G053909	NP_001132824	-	-	-	-	-	hypothetical protein LOC100194314 	AT5G10650		RING/U-box superfamily protein	-			GO:GO:0008270,GO:GO:0005515
GRMZM2G163671	GRMZM2G163671	NP_001136995	-	-	-	-	-	hypothetical protein LOC100217158 	AT1G21780		BTB/POZ domain-containing protein	-		K10523	GO:GO:0005515
GRMZM2G013967	GRMZM2G013967	NM_001152844	-	-	-	-	-	LOC100279892 (si660047h11), mRNA	AT3G44190		FAD/NAD(P)-binding oxidoreductase family protein	-	1.8.1.4		GO:GO:0055114,GO:GO:0016491
GRMZM2G027958	EVR,SOBIR1(Ara)	NP_001142196	-	-	-	-	-	hypothetical protein LOC100274364 	AT2G31880	EVR,SOBIR1	Leucine-rich repeat protein kinase family protein	-	2.7.11.1,2.7.10.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G417454	GRMZM2G417454	-	-	-	-	-	-	-				-			
GRMZM2G306348	GRMZM2G306348	-	-	-	-	-	-	-	AT1G27880		DEAD/DEAH box RNA helicase family protein 	-	3.6.4.12	K10730	GO:GO:0016787,GO:GO:0005524,GO:GO:0003676
GRMZM2G017616	lox9	NP_001105977	Chr1	16,573,827	16,580,722	lox9	lipoxygenase9	lipoxygenase9 	AT1G72520		PLAT/LH2 domain-containing lipoxygenase family protein	-	1.13.11.12	K00454	GO:GO:0005515,GO:GO:0055114,GO:GO:0046872,GO:GO:0016702
GRMZM2G150925	GRMZM2G150925	NP_001136798	-	-	-	-	-	hypothetical protein LOC100216943 	AT3G49070		Protein of unknown function (DUF677)	-			
GRMZM5G870572	bsdtf3	NP_001132490	Chr4	33,727,744	33,735,419	bsdtf3	BSD-transcription factor 3	hypothetical protein LOC100193949 	AT1G55750		BSD domain (BTF2-like transcription factors, Synapse-associated proteins and DOS2-like proteins)	-			GO:GO:0006351,GO:GO:0006289,GO:GO:0000439
GRMZM2G011218	GRMZM2G011218	NP_001167909	-	-	-	-	-	hypothetical protein LOC100381621 	AT4G30710		Family of unknown function (DUF566) 	-			
GRMZM2G090061	UNE16(Ara)	-	-	-	-	-	-	-	AT4G13640	UNE16	Homeodomain-like superfamily protein	-			
GRMZM2G015418	AtPPa1,PPa1(Ara)	-	-	-	-	-	-	-	AT1G01050	AtPPa1,PPa1	pyrophosphorylase 1	-	3.6.1.1	K01507	GO:GO:0006796,GO:GO:0005737,GO:GO:0004427,GO:GO:0000287
GRMZM2G018414	grftf4	NP_001106044	Chr1	257,246,035	257,248,752	grftf4	GRF-transcription factor 4	putative growth-regulating factor 13 	AT4G37740	AtGRF2,GRF2	growth-regulating factor 2	GRF			GO:GO:0006355,GO:GO:0005634,GO:GO:0005524,GO:GO:0032502,GO:GO:0006351
GRMZM2G086637	GRMZM2G086637	NP_001148370	-	-	-	-	-	patellin-5 	AT3G51670		SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein	-			
GRMZM2G450327	GRMZM2G450327	-	-	-	-	-	-	-				-			
GRMZM2G016878	GRMZM2G016878	NP_001132076	-	-	-	-	-	hypothetical protein LOC100193490 	AT3G63220		Galactose oxidase/kelch repeat superfamily protein	-			GO:GO:0005515
GRMZM2G408242	cyc12	NP_001132453	Chr7	137,132,640	137,137,679	cyc12	cyclin12	hypothetical protein LOC100193909 	AT5G48640		Cyclin family protein	-			GO:GO:0019901,GO:GO:0006355,GO:GO:0000079,GO:GO:0016592,GO:GO:0016538
GRMZM2G388915	UVH3,UVR1(Ara)	-	-	-	-	-	-	-	AT3G28030	UVH3,UVR1	5\'-3\' exonuclease family protein	-	3.1.11.1	K10846	GO:GO:0004518,GO:GO:0006281,GO:GO:0006289,GO:GO:0005634,GO:GO:0004519,GO:GO:0003697
GRMZM2G119755	PCR2(Ara)	NP_001150718	-	-	-	-	-	cell number regulator 7 	AT1G14870	PCR2	PLANT CADMIUM RESISTANCE 2	-			
GRMZM2G178102	hb25	NP_001142394	Chr3	123,281,942	123,288,759	hb25	Homeobox-transcription factor 25	hypothetical protein LOC100274567 	AT2G34710	ATHB-14,ATHB14,PHB,PHB-1D	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein	HD-ZIP		K09338	GO:GO:0003677,GO:GO:0008289
GRMZM2G035405	arftf18	C4JBX1	Chr5	42,328,068	42,332,365	arftf18	ARF-transcription factor 18	Putative uncharacterized protein 	AT1G30330	ARF6	auxin response factor 6	ARF			GO:GO:0006355,GO:GO:0005634
GRMZM2G488465	APRR9,PRR9,TL1(Ara)	-	-	-	-	-	-	-	AT2G46790	APRR9,PRR9,TL1	pseudo-response regulator 9	-			GO:GO:0000160
GRMZM2G701848	GRMZM2G701848	-	-	-	-	-	-	-				-			
GRMZM2G024150	psad1	B6SKI1	Chr5	3,530,018	3,531,150	psad1	photosystem I subunit d1	Photosystem I reaction center subunit II 	AT1G03130	PSAD-2	photosystem I subunit D-2	-			GO:GO:0015979,GO:GO:0009538,GO:GO:0009522
GRMZM2G323387	GRMZM2G323387	NP_001145429	-	-	-	-	-	hypothetical protein LOC100278798 	AT3G03280			-			
GRMZM2G019121	dts1	NP_001149817	Chr5	75,965,462	75,969,666	dts1	aspartyl-tRNA  synthetase1	aspartyl-tRNA synthetase 	AT4G31180		Class II aminoacyl-tRNA and biotin synthetases superfamily protein	-	6.1.1.12	K01876	GO:GO:0003676,GO:GO:0006418,GO:GO:0005524,GO:GO:0004812,GO:GO:0000166
GRMZM2G024395	GRMZM2G024395	NP_001136833	-	-	-	-	-	hypothetical protein LOC100216982 	AT1G55340		Protein of unknown function (DUF1639)	-			
GRMZM2G093197	ATDUF3,ATUROS,DUF3,HEMD,UROS(Ara)	NP_001131566	-	-	-	-	-	hypothetical protein LOC100192907 	AT2G26540	ATDUF3,ATUROS,DUF3,HEMD,UROS	uroporphyrinogen-III synthase family protein	-	4.2.1.75	K01719	GO:GO:0033014,GO:GO:0004852
GRMZM2G056357	GRMZM2G056357	NP_001146688	-	-	-	-	-	hypothetical protein LOC100280288 	AT1G33400		Tetratricopeptide repeat (TPR)-like superfamily protein	-			
GRMZM2G046909	GRMZM2G046909	NP_001142415	-	-	-	-	-	hypothetical protein LOC100274590 	AT3G50910			-			
GRMZM2G127548	bsdtf4	B4FWY5	Chr4	164,281,187	164,285,309	bsdtf4	BSD-transcription factor 4	BSD domain containing proteinPutative uncharacterized protein ;	AT1G26300		BSD domain-containing protein	-			
GRMZM2G006745	ereb22	NP_001105876	Chr8	94,530,861	94,534,207	ereb22	AP2-EREBP-transcription factor 22	ERF/AP2 domain containing transcription factor 	AT2G40340	AtERF48,DREB2C	Integrase-type DNA-binding superfamily protein	ERF			GO:GO:0006355,GO:GO:0003700
GRMZM2G042593	GRMZM2G042593	NP_001149106	-	-	-	-	-	plant IF-like protein 	AT5G26770			-			
GRMZM2G121743	TIM10(Ara)	NP_001148705	-	-	-	-	-	LOC100282321 	AT2G29530	TIM10	Tim10/DDP family zinc finger protein	-		K17778	GO:GO:0045039
GRMZM2G108624	GRMZM2G108624	NP_001142037	-	-	-	-	-	hypothetical protein LOC100274192 	AT1G49740		PLC-like phosphodiesterases superfamily protein	-			
GRMZM2G017470	dof27	NP_001143068	Chr1	293,405,280	293,407,607	dof27	C2C2-Dof-transcription factor 27	hypothetical protein LOC100275540 	AT3G55370	OBP3	OBF-binding protein 3	Dof			GO:GO:0006355,GO:GO:0003677
GRMZM5G832149	GRMZM5G832149	NP_001147997	-	-	-	-	-	WAK2 - OsWAK receptor-like cytoplasmic kinase (OsWAK-RLCK) 	AT1G18390		Protein kinase superfamily protein	-			GO:GO:0030247
GRMZM5G806309	ELF7(Ara)	NP_001141723	-	-	-	-	-	hypothetical protein LOC100273854 	AT1G79730	ELF7	hydroxyproline-rich glycoprotein family protein	-		K15174	GO:GO:0016593,GO:GO:0016570,GO:GO:0006368
GRMZM2G351582	GRMZM2G351582	NP_001141200	-	-	-	-	-	hypothetical protein LOC100273287 	AT5G37340		ZPR1 zinc-finger domain protein	-		K06874	GO:GO:0008270
GRMZM2G156848	TIM10(Ara)	NP_001152261	-	-	-	-	-	LOC100285900 	AT2G29530	TIM10	Tim10/DDP family zinc finger protein	-		K17778	GO:GO:0045039
GRMZM2G425127	CYP76C4(Ara)	-	-	-	-	-	-	-	AT2G45550	CYP76C4	cytochrome P450, family 76, subfamily C, polypeptide 4	-	1.14.13.152		GO:GO:0055114,GO:GO:0020037,GO:GO:0016705,GO:GO:0005506
GRMZM2G113506	GAUT14(Ara)	NP_001170288	-	-	-	-	-	hypothetical protein LOC100384251 	AT5G15470	GAUT14	galacturonosyltransferase 14	-	2.4.1.43	K13648	GO:GO:0016757,GO:GO:0047262
GRMZM2G112895	GRMZM2G112895	NP_001131357	-	-	-	-	-	hypothetical protein LOC100192678 				-			
GRMZM2G002815	RHL41,ZAT12(Ara)	NP_001152566	-	-	-	-	-	zinc finger DNA-binding protein 	AT5G59820	RHL41,ZAT12	C2H2-type zinc finger family protein	-			
GRMZM2G050512	GRMZM2G050512	-	-	-	-	-	-	-	AT4G33920		Protein phosphatase 2C family protein	-	3.1.3.16	K01102	GO:GO:0003824,GO:GO:0006470,GO:GO:0004722
GRMZM2G175134	gst14	NP_001104983	Chr1	85,725,085	85,726,426	gst14	glutathione transferase14	glutathione transferase14 	AT3G03190	ATGSTF11,ATGSTF6,GSTF11	glutathione S-transferase F11	-	2.5.1.18	K00799	GO:GO:0005515
